RID,rname,cuisine
2913,patel vadi,South Indian
2914,khichdi eat's,"Home Food,Healthy Food"
2915,Mirch Masala,Indian
2916,Hocco Eatery,"Street Food,Desserts"
2917,The Jungle Joy Restaurant,"Chinese,Indian"
2918,INOX,Fast Food
2919,Raju Omlet,"Fast Food,Snacks"
2920,Kutchi King,"Indian,Snacks"
2921,Lajawab Tawa Fry Center,"Tandoor,Biryani"
2922,The Belgian Waffle Co.,"Desserts,Beverages"
2923,Kudoz Cafe & Restro,"Fast Food,American"
2924,Zarana Food Hub,"North Indian,Punjabi"
2925,Tulsi Fast Food,"Fast Food,South Indian"
2926,Chasko -Punjabi Tadka,Indian
2927,Legends Of Punjab By Pepperazi,Punjabi
2928,Apki Apni Rasoi,"Indian,Chinese"
2929,Frankie Station-Kudasan,"Fast Food,Snacks"
2930,Jay Bhavani Vadapav,Snacks
2931,PVR Cafe,"Snacks,Fast Food"
2932,The Real Paprika,"Italian,Pizzas"
2933,Rajwadi Bhojnalay(Sec 16),Gujarati
2934,Blake Pepper,Chinese
2935,Karnavati Dabeli,"Snacks,Street Food"
2936,A-1 Panjabi Fastfood,"Chinese,Pizzas"
2937,Eggetarian,"Snacks,Indian"
2938,Sankalp,South Indian
2939,Lalabhai Sevusalwala,"South Indian,Snacks"
2940,Sardar Foods,"Chinese,North Indian"
2941,Hashtag Waffles,"Desserts,Beverages"
2942,Shiv Chinese And Punjabi Food,"Chinese,Indian"
2943,Om Shiv Shakti Cholafali,"Street Food,Indian"
2944,Dude Kitchen,"North Indian,Fast Food"
2945,McCafe by McDonald's,"American,Beverages"
2946,Hotel Gokul,Gujarati
2947,Subway,"Healthy Food,Salads"
2948,Bole To Vadapav,Snacks
2949,Saladian,Salads
2950,Berrybean,"Beverages,Desserts"
2951,Last Station Cafe & Tea Bar,"Beverages,Snacks"
2952,SWAMINARAYAN RESTAURANT,Thalis
2953,Chhel Chhabila,"Rajasthani,North Indian"
2954,Kitchen Hot,"Chinese,Snacks"
2955,Mr Singhs Cafe,"Indian,Snacks"
2956,Happinezz Ice Creams by Vadilal,"Ice Cream,Desserts"
2957,Bombay Vadapav And Fast Food,"Snacks,Fast Food"
2958,Ad Foodolholic,Snacks
2959,Bombay Sandwich,Indian
2960,Jay Ambe Fast Food,"Fast Food,Chinese"
2961,United Farmers Creamery UFC,"Beverages,Ice Cream"
2962,Rk Omlet,Biryani
2963,The Blue Oven,"Continental,Pizzas"
2964,Linkin Mart (Quality Walls),Ice Cream
2965,The Pink Door,"Beverages,Indian"
2966,Pramukh Kathiyawadi - Sector 21,"Indian,Gujarati"
2967,Desi Chulha,Indian
2968,Shahi Bavarchi Restro,"Indian,Mughlai"
2969,Midnight Chakhnas,"Chinese,Indian"
2970,Rajwadi K Bhojanalay,"Gujarati,Punjabi"
2971,Jonney Jumbo Fast Food,"Street Food,Indonesian"
2972,Dhan Laxmi,"North Indian,Beverages"
2973,Gandhi Soda Shop And Fast Food,"Indian,Gujarati"
2974,Classic Rolls,"Fast Food,Snacks"
2975,Manu De Paratha,Indian
2976,Shiva'S Coffee Bar And Snacks,"Fast Food,Italian"
2977,Foodlance,"Indian,Snacks"
2978,Yash Foods,North Indian
2979,Karnavati Dabeli & Vadapav,"Pizzas,Snacks"
2980,Pavbhaji Express,Street Food
2981,Classic Paratha,Indian
2982,Mr Singh's Tandoori Hut,"Tandoor,Chinese"
2983,Momoman Sec.16,Chinese
2984,The God's Meal,"Indian,North Indian"
2985,La Casa De Food,"Pizzas,North Indian"
2986,Cake Junction,"Bakery,Snacks"
2987,Sweet Truth - Cake and Desserts,"Bakery,Desserts"
2988,Shakti - The Sandwich Shop,"Snacks,Pizzas"
2989,Shree Gajanand Fast Food,"South Indian,Chinese"
2990,Bombay Vadapav & Fast Food,"Fast Food,Snacks"
2991,BOSS Burger,"American,Continental"
2992,Dakshination,South Indian
2993,The Punjabi Food Junction,Punjabi
2994,Cakelelo.Com-Live Cake Studio,"Bakery,Desserts"
2995,Mc Oliver'S Pizza,"Pizzas,Italian"
2996,56 Bhog,"North Indian,Chinese"
2997,Order N Eat,"Snacks,Indian"
2998,Cig Chinese In Gandhinagar,Chinese
2999,Shaktikrupa Fast Food,"Chinese,Indian"
3000,Shree Shakti Fastfood,"North Indian,Fast Food"
3001,The Engineer Food,Chinese
3002,Punjabi Spices,Indian
3003,Behrouz Biryani,"Biryani,Mughlai"
3004,Punjab Da Pind,Indian
3005,Shiv Cold Cafe,Beverages
3006,Sorath Kathiyavadi Zayko,Indian
3007,Indian Zayka,"Chinese,Punjabi"
3008,Haalo Kathiyawad...,"North Indian,Chinese"
3009,Perfect maggi,"Snacks,Beverages"
3010,The Good Bowl,"North Indian,Punjabi"
3011,Plush,"Indian,Chinese"
3012,Tealogy,Beverages
3013,Pramukh Dining Hall,Indian
3014,Govinda Snacks,Indian
3015,Doner & Gyros,"Lebanese,Middle Eastern"
3016,Rajvee Cafe,"Indian,Snacks"
3017,Classic Kitchen,"North Indian,Biryani"
3018,Western Pizza Hub,"Pizzas,Italian"
3019,Chhaswala,Beverages
3020,Sky Cake,Bakery
3021,BN Aloo Paratha & Frankie,"Fast Food,North Indian"
3022,Chai G,"Beverages,Snacks"
3023,Zayka,"Mughlai,North Indian"
3024,Maharaj Dalvada,"South Indian,North Indian"
3025,Shivas Coffee Bar & Snacks,"Beverages,Fast Food"
3026,Shree Hari,"North Indian,Street Food"
3027,Greenz Restaurant,"Indian,Chinese"
3028,Sahib'S,"Indian,Tandoor"
3029,Harshakti Parlour (Amul Cafe),"Beverages,Pizzas"
3030,Meal Box,"North Indian,Chinese"
3031,Karnavati Dabeli And Vadapav,"Fast Food,Indian"
3032,Hogger's Den,Chinese
3033,B'S Egg World,Indian
3034,Banana Leaf,South Indian
3035,Kulchas & More,North Indian
3036,Jay Jalaram Fast Food,"Street Food,Chinese"
3037,Shree Adarsh Bhojan,Gujarati
3038,Satvam Bhojnalay,Indian
3039,The Avenue Cafe,Beverages
3040,Zar-E-Biryani,"Biryani,Mughlai"
3041,Punjabi Chulha,Indian
3042,Pajji Da Dhaba,Indian
3043,Desi Taste Restaurant,"Chinese,Indian"
3044,Hotel Purnima,"South Indian,North Indian"
3045,Jalaram Parotha House,"Street Food,Indian"
3046,Momo Guy,"Chinese,Asian"
3047,New Khana Khajaana,"Indian,Chinese"
3048,The Fusion Pizza,"Pizzas,Fast Food"
3049,Shiva'S Coffee Bar & Snackss Sargasan,"Snacks,Pizzas"
3050,Gwalia Sweets & Fast Food,"Sweets,Snacks"
3051,Khana Khajaana Restaurant,North Indian
3052,67 Restaurant,Indian
3053,Sky Cake & Cafe,Bakery
3054,The Chicken Hub Restro,Indian
3055,Haalo Kathiyawad,"Beverages,Chinese"
3056,Egg Hunter Res Tro,Biryani
3057,Chinese Hub,"Chinese,Indian"
3058,Brothers Chula Dosa,"South Indian,Chinese"
3059,Punjab Ka Tadka,"Combo,Indian"
3060,The Hunger Box,"Chinese,Italian"
3061,Megh Malhar Fancy Dosa,South Indian
3062,London Yard Pizza,"Pizzas,Italian"
3063,Sai krupa bombay vadapav and bhelpuri center,"Fast Food,Pizzas"
3064,Sawariya Sneck,"Street Food,Indian"
3065,Badmash Biryani,"Biryani,Indian"
3066,Mr. Singh's Cafe,"Pizzas,Fast Food"
3067,China King,Chinese
3068,Morbiwale,"Gujarati,Snacks"
3069,Charotar,"Snacks,Sweets"
3070,Biryani Hazir Ho,"Biryani,Indian"
3071,R-Andhra Cafe,South Indian
3072,Maa Ki Khichdi,"Healthy Food,Home Food"
3073,Kasturi Biryani,Biryani
3074,Karnavati Dabeli Centre,Snacks
3075,Esco Bar - The Jail,Beverages
3076,Santosh Fast Food,"Fast Food,Street Food"
3077,HUNGRY LA restaurant,"North Indian,South Indian"
3078,Arabian Bytes,"Arabian,Snacks"
3079,Banerjee'S Alfa Restaurant,"Seafood,Mughlai"
3080,Flourish Lounge & Cafe,"Ice Cream,Beverages"
3081,Kathiyavadi Bhajiya Point,"Snacks,Beverages"
3082,Iscon Ganthiya,"Indian,Thalis"
3083,Jugaadi Spot,Snacks
3084,Khichdi Paradise,"Indian,Desserts"
3085,Bhervnath Fast Food,"Street Food,Indian"
3086,Firangi Eatery,Snacks
3087,Gwalia Sweets & Fast Food,"Sweets,North Indian"
3088,Dawat,"Indian,Mughlai"
3089,Navrang Restaurant-Sector 16,"Punjabi,Chinese"
3090,Rosita Cafe & Bakery,"Beverages,Pizzas"
3091,Mad Over Grills,"Chinese,North Indian"
3092,SAMOSAZZ,"Snacks,Fast Food"
3093,KV Fruits And Spices,"Fast Food,Juices"
3094,Jee'S Natural,"Street Food,Juices"
3095,NIC Natural Ice Creams,"Ice Cream,Desserts"
3096,Capital Lovers Vadapav,"Street Food,Combo"
3097,Grameen Kulfi,"Ice Cream,Desserts"
3098,Orchid by Fortune Inn haveli,"Biryani,Indian"
3099,The Sandwich 1919,Snacks
3100,Season 9,"North Indian,Chinese"
3101,Green Apple Restaurant,"Indian,Chinese"
3102,Rajvee Food Corner,"North Indian,Chinese"
3103,Khana Shana,Fast Food
3104,Quality Ras Corner,"Desserts,Juices"
3105,Om Shiv Shakti Cholafali.Sargasan,"Street Food,Indian"
3106,McDonald's Gourmet Burger Collection,"Burgers,Beverages"
3107,The Penny Pancakes,"Indian,Bakery"
3108,Hungers Den,"South Indian,Fast Food"
3109,Thali Adda,Thalis
3110,Paan After Naan,Paan
3111,Blue Broccoli And Olives,"Salads,Continental"
3112,Gajanand Pauva House,"Chaat,South Indian"
3113,Rajavadi Bhojnalay,Gujarati
3114,shree kali krupa restaurant,North Indian
3115,Pandya Ice World,"Desserts,Juices"
3116,The Tandoor House,"Biryani,Lebanese"
3117,Icontrast Ic Fiesta,"Desserts,Beverages"
3118,7 Wonders Hotel Restaurant & Banquet,"Continental,Indian"
3119,Visha Dal Pakwan,Indian
3120,Maysoor,"Indian,South Indian"
3121,Tgv The Grand Vinayak,"Chinese,Fast Food"
3122,Wood Fire Pizza,"Pizzas,Fast Food"
3123,Giranar Kathiyavadi Restaurant,"North Indian,Combo"
3124,Olivia Eggs,Chinese
3125,Shri Ambica Sweet And Namkeen,"Sweets,Snacks"
3126,Tuli'S Royal Bengal,"Bengali,North Indian"
3127,Galaxy Dosa Pav Bhaji & Pulav,South Indian
3128,Dosa King,South Indian
3129,Tea Post,"Beverages,Chinese"
3130,Chasko Fast Food,"North Indian,Tandoor"
3131,Curries,"Chinese,Indian"
3132,Food Paradise,"North Indian,Chinese"
3133,Biryani Kitchen & Bengali sweets,"Bengali,North Indian"
3134,Eggs Point,Fast Food
3135,The Cafe Time,"Beverages,Fast Food"
3136,Taste The Best,Indian
3137,Balista,"American,Jain"
3138,Cutting Cafe,"Fast Food,Street Food"
3139,Balle Balle Chhole,"North Indian,Chaat"
3140,Choice of Pizza's,Pizzas
3141,Sarvoday Bhojnalaya,Indian
3142,Charotar Sweets,Desserts
3143,Super Donuts : An American Eatery And Bakery,"Bakery,Desserts"
3144,New Egg World,North Indian
3145,Aavkar Restaurant,"South Indian,Indian"
3146,Jenny's Brownies,"Desserts,Beverages"
3147,The Shake Maker,Beverages
3148,The Lassi Corner,"Beverages,Fast Food"
3149,Biryani Kitchen & Bengali sweets,"North Indian,Sweets"
3150,Madraswala,South Indian
3151,Bombay Bhajipav & Fast Food,"Street Food,Snacks"
3152,Pavman,Snacks
3153,Bhavnaben Raval,"Gujarati,Street Food"
3154,Vaishnav Khichu& Lassi,Beverages
3155,Delhi Kitchen,North Indian
3156,The Chocolate Room,"Desserts,Bakery"
3157,Rp'S Pizzeria,Italian
3158,What A Sandwich!,"Snacks,Fast Food"
3159,Hyderabadi Biryani Kitchen,"North Indian,Biryani"
3160,Hero Sandwiches,"Snacks,Fast Food"
3161,Sea Food Kitchen,"Seafood,Bengali"
3162,Snackzilla Fastfood,"Snacks,Fast Food"
3163,New York Waffles & Dinges,"Waffle,Desserts"
3164,Mocha,Italian
3165,Frankie Studio,"Snacks,Chinese"
3166,Krishna burgers and beverages,"Burgers,Beverages"
3167,gulalwadi bhajipav,"Street Food,Indian"
3168,ISHA's multi cuisine restaurant,"North Indian,Indian"
3169,Bong sweets & fast food,Indian
3170,Desi Paratha,Indian
3171,Size Zero Cafe & Restro,Fast Food
3172,Vishvakarma Fast Food,"South Indian,Punjabi"
3173,Karan Goinsta Cafe,"Fast Food,Beverages"
3174,The Almighty Biryani,"Biryani,North Indian"
3175,Miami Shakes & More,"Beverages,Desserts"
3176,MBA In Khichdi,"Healthy Food,Home Food"
3177,The Biryani Life,"Biryani,Hyderabadi"
3178,Sams Pizza,Pizzas
3179,Elite Biryani,"Biryani,Indian"
3180,Juice My Day,Beverages
3181,Sanskari Biryani,"Biryani,Desserts"
3182,Wack Waffles & Brownies,"Waffle,Desserts"
3183,Baskin Robbins,"Desserts,Ice Cream"
3184,Foodsteps,North Indian
3185,Miami Waffles & Jawbreakers,"Waffle,Desserts"
3186,Chez Moi,"Chinese,Mexican"
3187,Panda Momos,"Chinese,Asian"
3188,Blue Berry Restaurant,"North Indian,Punjabi"
3189,Shivam ganthiya rath,"Snacks,Sweets"
3190,The Egg Eatery - Eggstremely Delicious,"Tandoor,Indian"
3191,Raj Pramukh Fast Food Point,"Indian,North Indian"
3192,Alpine Restaurant,"North Indian,Chinese"
3193,The Hyderabadi Biryani,Biryani
3194,Terracotta,"Continental,Indian"
3195,Manokamna Momo Magic,Chinese
3196,jay krishna,"North Indian,Chinese"
3197,Indo China Food Junction,"North Indian,Chinese"
3198,Dadi Sa Restaurant,Indian
3199,South Cafe,South Indian
3200,The Matka Biryani,Biryani
3201,Crush Coffee,"Beverages,Fast Food"
3202,Momoman,Chinese
3203,Kamaa Egg Surti Special,"Snacks,Indian"
3204,Nb Falooda,"Desserts,Beverages"
3205,Gokhale Sandwich,"Fast Food,Pizzas"
3206,A-One Food Zone,Biryani
3207,Jai Meldi Fast Food,South Indian
3208,Food Kee,Indian
3209,Marshall Restaurant,"North Indian,Chinese"
3210,New Red Chilli Restaurant,"Indian,Fast Food"
3211,Mirza Fry & Chinese,Indian
3212,New Bera Samosa House,Fast Food
3213,Chicken Express,Indian
3214,Bastiram Kulfi-Ice Cream,"Ice Cream,Beverages"
3215,Ahmedabad Chicken Biryani,Biryani
3216,Calorie House,"Mexican,Italian"
3217,Thali Junction,Thalis
3218,Lalu'S Special Stuffed Paratha,North Indian
3219,TGB Cafe'n Bakery,"Bakery,Desserts"
3220,Tummy Fillers,Beverages
3221,Radhe Corner,"Fast Food,Pizzas"
3222,Kapilraj Bhajiya House,"Fast Food,Snacks"
3223,Priti'S Kitchen,Snacks
3224,Veggie'S Heaven,"North Indian,Thalis"
3225,Ghar Ka Khana Tiffin Services,"Punjabi,Gujarati"
3226,Dangee Dums,"Desserts,Bakery"
3227,Shivshakti Khman House,Snacks
3228,Hocco Eatery,"Street Food,Desserts"
3229,Kathiyawadi king,"North Indian,Chinese"
3230,Shiv Shakti Fast Food Corner,"Fast Food,South Indian"
3231,Ankurwala Anand Dalwada Centre,Indian
3232,Mummy No Rasodu,Indian
3233,Sugar Cane,Juices
3234,Citron,"Indian,Beverages"
3235,JALARAM PATRA HOUSE,Gujarati
3236,Jay Bajrang Vijay Vadapav Center,"North Indian,Chaat"
3237,Jay Madi,Indian
3238,Chinese Wok,Chinese
3239,The Chocolate Room,"Desserts,Bakery"
3240,La Pino'Z Pizza,"Pizzas,Pastas"
3241,Shreeji Sandwich Center,"Street Food,Indian"
3242,Yaari Burger,"Burgers,Snacks"
3243,Neelam Sandwich & Pizza,Snacks
3244,Meghavi Foods,Fast Food
3245,Shreeji Kathiyavadi Kitchen,Indian
3246,Kutchi Fast Food,"Fast Food,Snacks"
3247,Bhookh Lagi Hai,"Tandoor,Kebabs"
3248,Shri Shayona Dairy,Indian
3249,Baba Burger,Fast Food
3250,Karnavati Dabeli,Indian
3251,London Yard Pizza,"Pizzas,Italian"
3252,Real Paprika New Ranip,"Fast Food,Italian"
3253,Shree Karnavati,"Fast Food,Snacks"
3254,Jay Bhavani Vadapav,Snacks
3255,Cakes N Cookies,Bakery
3256,Pizza Hut,Pizzas
3257,Rasoi Se,"North Indian,Biryani"
3258,Urban Express,"Indian,North Indian"
3259,Real Paprika,"Fast Food,Italian"
3260,Earthen Oven,North Indian
3261,All In One  Food Point,"Snacks,Italian"
3262,Ashray,"Chinese,North Indian"
3263,Mayur Bhajiya,Indian
3264,Real Bombay Bhaji Pav,"North Indian,Chinese"
3265,Shiva Cafe,"Fast Food,Snacks"
3266,Yajmaan Restaurant,"Indian,Chinese"
3267,Chinese.Com,Chinese
3268,Sankalp,"South Indian,Beverages"
3269,Havmor Havfunn ice cream,"Ice Cream,Ice Cream Cakes"
3270,Mukesh Nagar Cholafali Center,"Street Food,Snacks"
3271,Lalu's Gujarati KITCHEN,"Gujarati,Snacks"
3272,La Milano Pizzeria,"Italian,Pizzas"
3273,Seva Kutchi Snacks And Cafe,"Snacks,Fast Food"
3274,Gandhi 1869 Soda Shop,Beverages
3275,Tandoori Mehfil,"Tandoor,Indian"
3276,Savoureux,"Indian,Chinese"
3277,LaCrunchy,"Waffle,Desserts"
3278,Anusuya Party Hub,"Street Food,Chinese"
3279,Prince Restaurant (Naranpura),"Chinese,North Indian"
3280,Brother'S Recipes,"Indian,Chinese"
3281,Janpath Hotel,North Indian
3282,Ridhi Sidhi Pani Puri,"Street Food,Snacks"
3283,Shri Karnavati Dabeli,South Indian
3284,Shambhus Coffee Bar (Krushna Enterprise),"Beverages,Fast Food"
3285,Eat Out Restaurant,"North Indian,Tandoor"
3286,Praful Mithai Ghar,"Sweets,Fast Food"
3287,S.S.BAKER'S,Bakery
3288,Rasam Mahila Gruh Udhyog,"Gujarati,Snacks"
3289,Anand Bhajipav & Pulav (Ankurwala),"Chinese,Punjabi"
3290,Raj Fast Food,"SVANidhi Street Food Vendor,Indian"
3291,Shiv Shakti Fast Food,Gujarati
3292,Frankie Adda,"Fast Food,Beverages"
3293,Mirch Masala,"Indian,Tandoor"
3294,Cloud Kitchen@555,North Indian
3295,Jain Dairy,"Beverages,Desserts"
3296,Brewers The Coffee Bar,"Italian,North Indian"
3297,Fab Foods,Juices
3298,K.K Chicken Center,"North Indian,Snacks"
3299,Avani'S Food,"Indian,Snacks"
3300,Hotel CapTown,North Indian
3301,Balaji Fancy Dosa,"South Indian,Chinese"
3302,Super Omlet Corner,Indian
3303,Jay Shree Jalaram Parotha House,Indian
3304,US Pizza,Pizzas
3305,Flourish Lounge Cafe,"Beverages,Ice Cream"
3306,Yarana Chinese,Chinese
3307,Shree Shankar Sandwich And Pizza (Original Naranpurawala),Pizzas
3308,Kshitij Restaurant & Banquet,"Indian,Chinese"
3309,Shreeji Bakers,"Bakery,Snacks"
3310,Noodle Bar Amd,"Chinese,Beverages"
3311,Kook Du Ku Curries,"Indian,Biryani"
3312,Ld Sweets & More,"Sweets,Beverages"
3313,Food X Fast Food,"Fast Food,Snacks"
3314,Bapa Sitaram Lunch & Dinner Hub,"Indian,Beverages"
3315,Honest,Indian
3316,Mama'S Kitchen,"Gujarati,Punjabi"
3317,Cafe 1St Story,"Indian,Chinese"
3318,TGB Cafe N Bakery,"Bakery,Sweets"
3319,Anand Ankurwala,Indian
3320,Handi Restaurant,"North Indian,Italian"
3321,Fruit Lab,"Juices,Beverages"
3322,Mukund Cake Shop,Bakery
3323,Shree Raj Fast Food Center,South Indian
3324,Desi Tadka,"Street Food,South Indian"
3325,Pizza Point Express Outlet - Ranip,"Pizzas,Indian"
3326,Didi Homed Tiffin Services,"Indian,Gujarati"
3327,Happy Sugar,"Desserts,Beverages"
3328,M. K snacks and cafe,"Fast Food,Snacks"
3329,Mumbai Fastfood Center,Chinese
3330,Damru Restaurant And Benquet,"Indian,Chinese"
3331,Golden Dragon Fast Food,"Chinese,North Indian"
3332,Punjabi Food Co.,"North Indian,Indian"
3333,Kapil Na Ghughra,Chinese
3334,Myriad Restaurant,"Chinese,North Indian"
3335,Hot & Chilly Chinese And Pavbhaji,"Chinese,Street Food"
3336,EDR Cafe,Beverages
3337,The Kutchi King,"Pizzas,Snacks"
3338,Vallabh Parlour,"Ice Cream,Snacks"
3339,Maharaj Sandwich & Pizza,"Pizzas,Street Food"
3340,Almond Restro,"Beverages,Snacks"
3341,PVR Cafe,"Snacks,Fast Food"
3342,Egg Curries Co.,North Indian
3343,Shurti omllet,"Snacks,Indian"
3344,Vadilal Hangout,"Ice Cream,Desserts"
3345,Wrap & Roll,Fast Food
3346,Sheetal Fast Food,"Fast Food,Pizzas"
3347,Sidhivinayak Food Corner,"Gujarati,Indian"
3348,Anand Bhajipav And Pulav,North Indian
3349,Ambika Fast Food & Restaurant,"North Indian,Punjabi"
3350,Jay Ambe Ghughra Centre,"Snacks,Street Food"
3351,Shakti - The Sandwich Shop: Naranpura,Snacks
3352,Vadilal Ice Creams,Ice Cream
3353,Prajapati Live Handvo And  Maggi,"Chinese,Pastas"
3354,Maharaj Samosa Center,Snacks
3355,R C Chinese Fast Food,Chinese
3356,Mahraj Ka Kitchen,Indian
3357,Kalu Omlet Center,Street Food
3358,Jp'S Burger,"American,Snacks"
3359,MADAN KAKA NI SEVPURI (shree charbhuja farsan),"Chaat,Snacks"
3360,Biryani Haat,Biryani
3361,Burger Wale,"Burgers,Fast Food"
3362,Radhe Restaurant,"North Indian,Snacks"
3363,maharaj fast food,"Snacks,Fast Food"
3364,Patel Tiffin Service,"Street Food,Indian"
3365,Zodiac by Fortune Landmark,"North Indian,South Indian"
3366,Prajapati Live Dhokla & Handavo,Indian
3367,24/7 All Day Dining - The Metropole Hotel,"North Indian,Chinese"
3368,Ras Ranjini Panipuri,"Indian,Beverages"
3369,Happinezz Ice Creams by Vadilal,"Ice Cream,Desserts"
3370,Star Pizza,"Pizzas,Italian"
3371,Siddhi Vinayak Food Corner,North Indian
3372,Khana Khazana,"Indian,Chinese"
3373,Saurashtra Gathiya Center,Snacks
3374,Pizza Zone,Pizzas
3375,Riddhi Tea Stall,"Street Food,North Indian"
3376,Gopal Ice Cream & Snacks Bar,"Fast Food,Desserts"
3377,Mita Home Food,Indian
3378,The Kachori King,"Street Food,Snacks"
3379,Lazeez,"Indian,Chinese"
3380,Maharaja Restaurant,Gujarati
3381,Shree Darshay Fast Food,"Street Food,Indian"
3382,Milan Frankie,Fast Food
3383,Shree Marutinandan,"North Indian,Chinese"
3384,Punjab junction,"North Indian,South Indian"
3385,Vaishnav Farali World,"Indian,Snacks"
3386,Shree Purohit Snacks Bar and Cafe,Fast Food
3387,Gita Samosa Centre,Street Food
3388,jiji ki idli gruh udhyog,"South Indian,Gujarati"
3389,Manjuben Tiffinwala,Indian
3390,Kulhad Masti,"Beverages,Snacks"
3391,Prajapati Farali Khichdi Center,"Snacks,Chaat"
3392,Khakhra Vale,Snacks
3393,Great Chinese,Chinese
3394,Momoman,Chinese
3395,sigdi on wheels,"North Indian,Snacks"
3396,Shree Khodiyar Bhajipav And Chinese,Street Food
3397,Subway,"Healthy Food,Salads"
3398,Rajasthani Tadka,"Rajasthani,Indian"
3399,Jumbo Box,Street Food
3400,Zarna'S Kitchen,Bakery
3401,Sahil R K,"Street Food,Indian"
3402,Rasthal Restaurant,Indian
3403,Asha'S Kitchen,"Indian,Thalis"
3404,William John's Pizza,"Pizzas,Fast Food"
3405,Evening Post,"Indian,Chinese"
3406,Ravi Tea Point And Chat Centre,Chinese
3407,Pair A Dice Cafe,"Continental,Italian"
3408,Cafe Coffee Day,"Beverages,Snacks"
3409,Shree Shankar Pizza And Sandwich,Pizzas
3410,Chaat Wala,Fast Food
3411,Vaishnav Fruits Fantasy,"Healthy Food,Beverages"
3412,RP's Pizzeria,"Pizzas,Pastas"
3413,Samrat Fast Food,"Indian,South Indian"
3414,G.S Dabeli Vadapav,"Snacks,Fast Food"
3415,Virescent Cafe,"Cafe,Indian"
3416,Fresh King,"Juices,Beverages"
3417,Sugarbloom - The bake studio,"Bakery,Desserts"
3418,Season 9,"Indian,Chinese"
3419,Ajay Ganthiya Rath,"Snacks,Gujarati"
3420,Ms Food,Snacks
3421,Punjab Junction Parcel Point And Restaurant,"Punjabi,Chinese"
3422,Rainbow,"North Indian,South Indian"
3423,The Hopes Kitchen,"North Indian,Pastas"
3424,From The North,Indian
3425,Mewad Dal Bati,Snacks
3426,Deepti'S Delicious Homely Food,Indian
3427,Coffee Stand,"Beverages,Continental"
3428,Tent Cafe & Rooftop Restro,"Chinese,Fast Food"
3429,Aureate El Dorado,"North Indian,Chinese"
3430,Sassy Street,"Chaat,Snacks"
3431,Hocco Eatery,"North Indian,Pizzas"
3432,La Burgizza,"American,Pizzas"
